sentence1	sentence2	gold_label
줄무늬 폴로 셔츠를 입은 남자가 가리키며 웃고 있다.	그 남자는 행복해 보인다	entailment
청중을 위해 자전거 점프 트릭을 하는 남자.	BMX 프로가 트리플 백플립을 하고 있다	neutral
청중을 위해 자전거 점프 트릭을 하는 남자.	토니 호크는 스케이트 묘기를 부리고 있다	contradiction
청중을 위해 자전거 점프 트릭을 하는 남자.	남자가 자전거 묘기를 부리고 있다	entailment
파란 드레스 코트에 눈송이가 달린 백발의 여자가 머리에 뭔가 균형을 잡고 있다.	여자가 코트를 입고 있다.	entailment
파란 드레스 코트에 눈송이가 달린 백발의 여자가 머리에 뭔가 균형을 잡고 있다.	그 여자는 금발 머리를 좋아한다.	contradiction
파란 드레스 코트에 눈송이가 달린 백발의 여자가 머리에 뭔가 균형을 잡고 있다.	여자가 눈으로부터 자신을 지키고 있다.	neutral
두 아이가 들판에서 놀고 있다.	남매가 들판에서 서로를 쫓는다.	neutral
두 아이가 들판에서 놀고 있다.	아이들이 야외에서 놀고 있다.	entailment
두 아이가 들판에서 놀고 있다.	두 아이가 책상에서 책을 읽고 있다.	contradiction
한 남자가 안에 앉아 밴조를 연주하고, 밖에 나무들이 있다.	한 남자가 밖으로 달려 나간다.	contradiction
한 남자가 안에 앉아 밴조를 연주하고, 밖에 나무들이 있다.	실내에 앉아 있는 남자.	entailment
한 남자가 안에 앉아 밴조를 연주하고, 밖에 나무들이 있다.	한 남자가 소파에 앉아 밴조를 연주한다.	neutral
화려한 의상을 입은 두 아이가 가운데 큰 바위가 있는 들판에서 놀고 있다.	돌을 가지고 놀지 마세요	contradiction
화려한 의상을 입은 두 아이가 가운데 큰 바위가 있는 들판에서 놀고 있다.	두 아이가 들판에서 큰 바위를 가지고 놀고 있다.	entailment
화려한 의상을 입은 두 아이가 가운데 큰 바위가 있는 들판에서 놀고 있다.	두 아이가 가족과 함께 들판에서 큰 바위를 가지고 놀고 있다.	neutral
두 명의 어린 소녀들이 비도시 환경에서 밖에서 놀고 있다.	몇몇 소녀들이 열린 들판을 달리고 있다.	neutral
두 명의 어린 소녀들이 비도시 환경에서 밖에서 놀고 있다.	두 소녀가 밖에서 놀고 있다.	entailment
두 명의 어린 소녀들이 비도시 환경에서 밖에서 놀고 있다.	몇몇 소녀들이 주차된 차들 옆에 있는 보도에서 달리고 있다.	contradiction
모자를 쓴 두 아이가 탁 트인 바위밭에서 놀고 있다.	아이들은 집에서 점심을 먹고 있다.	contradiction
모자를 쓴 두 아이가 탁 트인 바위밭에서 놀고 있다.	아이들이 바위 밭에서 놀고 있다.	entailment
모자를 쓴 두 아이가 탁 트인 바위밭에서 놀고 있다.	아이들이 캐치볼을 하고 있다.	neutral
초록색과 분홍색 드레스를 입은 여성이 흰색 바지에 파란색 상의를 입은 사람과 춤을 추고 있다.	춤추는 여자가 잔디 위에 있다.	neutral
초록색과 분홍색 드레스를 입은 여성이 흰색 바지에 파란색 상의를 입은 사람과 춤을 추고 있다.	녹색과 분홍색 옷을 입은 여자가 춤을 추고 있다.	entailment
초록색과 분홍색 드레스를 입은 여성이 흰색 바지에 파란색 상의를 입은 사람과 춤을 추고 있다.	춤추는 여자는 침실에 혼자 있다.	contradiction
금색 바지를 입은 남자가 카메라를 보고 있다.	남자가 카메라를 보고 있다.	entailment
금색 바지를 입은 남자가 카메라를 보고 있다.	남자가 뭔가를 보고 있다.	neutral
금색 바지를 입은 남자가 카메라를 보고 있다.	남자가 복도로 걸어가고 있다.	contradiction
금색 치마를 입은 남자가 컴퓨터 앞에 앉아 있다.	컴퓨터 앞에 앉아 컴퓨터 화면을 보고 있는 금색 치마를 입은 남자.	entailment
금색 치마를 입은 남자가 컴퓨터 앞에 앉아 있다.	골프 치마를 입은 남자가 컴퓨터에 앉아 친구들에게 온라인으로 타이핑을 하고 있다.	neutral
금색 치마를 입은 남자가 컴퓨터 앞에 앉아 있다.	파란 바지를 입은 남자가 앉아서 텔레비전을 보고 있다.	contradiction
컴퓨터 데스크에 앉아 있는 검은 티셔츠를 입은 남자.	남자가 컴퓨터 작업을 하고 있다	entailment
컴퓨터 데스크에 앉아 있는 검은 티셔츠를 입은 남자.	그 남자는 일을 취소하고 하루 종일 동물원에 있었다.	contradiction
컴퓨터 데스크에 앉아 있는 검은 티셔츠를 입은 남자.	남자가 일을 위해 프로젝트를 하고 있다	neutral
검은 티셔츠를 입은 수염을 기른 남자가 컴퓨터를 들고 책상 앞에 앉아 있다.	한 남자가 빗속에 서 있다.	contradiction
검은 티셔츠를 입은 수염을 기른 남자가 컴퓨터를 들고 책상 앞에 앉아 있다.	컴퓨터를 들고 기다리는 남자.	entailment
검은 티셔츠를 입은 수염을 기른 남자가 컴퓨터를 들고 책상 앞에 앉아 있다.	새 노트북을 사는 남자.	neutral
컴퓨터 데스크에 앉아 있는 금박 치마를 입은 남자가 두 손을 얼굴에 대고 카메라를 본다.	남자가 웹캠을 보고 있다	entailment
컴퓨터 데스크에 앉아 있는 금박 치마를 입은 남자가 두 손을 얼굴에 대고 카메라를 본다.	그는 얼굴을 가리고 있다	neutral
컴퓨터 데스크에 앉아 있는 금박 치마를 입은 남자가 두 손을 얼굴에 대고 카메라를 본다.	남자가 혀를 내밀고 있다	contradiction
머리에 그릇을 얹은 채 테이블에 앉아 있는 어린 소녀	어린 소녀는 머리에 그릇을 가지고 있다	entailment
머리에 그릇을 얹은 채 테이블에 앉아 있는 어린 소녀	한 갓난아기가 그녀의 머리에 스파게티 그릇을 버렸다.	neutral
머리에 그릇을 얹은 채 테이블에 앉아 있는 어린 소녀	한 남자가 차에서 시리얼을 먹고 있다	contradiction
한 남자가 밤에 불 지휘봉을 들고 춤을 춘다.	군중은 그가 발을 디딜 때 환호한다	neutral
한 남자가 밤에 불 지휘봉을 들고 춤을 춘다.	여자는 훌라춤을 춘다	contradiction
한 남자가 밤에 불 지휘봉을 들고 춤을 춘다.	남자가 춤을 추고 있다	entailment
의사가 아기의 위를 검사한다.	아기가 검진을 받고 있다.	entailment
의사가 아기의 위를 검사한다.	의사가 아기의 입 안을 들여다보고 있다.	contradiction
의사가 아기의 위를 검사한다.	토들이 아플지도 모른다.	neutral
젊은 금발 여자가 물 분수대에 발을 들여놓는다.	이브닝 가운을 입고 신발을 손에 들고 있는 젊은 여성이 시카고의 버킹엄 분수에 한 발을 담그고 있다.	neutral
젊은 금발 여자가 물 분수대에 발을 들여놓는다.	한 젊은 금발 여성이 해변 의자에 앉아 있다.	contradiction
젊은 금발 여자가 물 분수대에 발을 들여놓는다.	한 사람이 발을 물에 담그고 있다.	entailment
한 젊은 여자가 분수에 발을 찔러 넣으려고 한다.	여자가 기차를 타고 있다.	contradiction
한 젊은 여자가 분수에 발을 찔러 넣으려고 한다.	여자가 분수 근처에 있다.	entailment
한 젊은 여자가 분수에 발을 찔러 넣으려고 한다.	여자는 한쪽 발을 허공에 대고 있다.	neutral
카프리 청바지를 입은 한 여성이 떨어지는 물을 만지기 위해 왼발을 걷어차고 분수대 가장자리에 웅크리고 있다.	한 여성이 공원을 걷고 있다	contradiction
카프리 청바지를 입은 한 여성이 떨어지는 물을 만지기 위해 왼발을 걷어차고 분수대 가장자리에 웅크리고 있다.	여자는 물을 만지고 싶어 한다	neutral
카프리 청바지를 입은 한 여성이 떨어지는 물을 만지기 위해 왼발을 걷어차고 분수대 가장자리에 웅크리고 있다.	여자는 분수의 물을 만지는 것과 같다.	entailment
여자는 물속에 발가락을 꽂으며 분수 가장자리에서 균형을 잡고 있다.	한 여자가 분수에 서서 발가락을 담근다.	entailment
여자는 물속에 발가락을 꽂으며 분수 가장자리에서 균형을 잡고 있다.	한 여자가 풀밭에 앉아 있다.	contradiction
여자는 물속에 발가락을 꽂으며 분수 가장자리에서 균형을 잡고 있다.	한 노파가 분수대 위에 서서 발가락을 꽂는다.	neutral
한 커플이 손으로 팔과 팔을 잡고 도시 보도를 거닐고 있다.	그 커플은 야외에 있다.	entailment
한 커플이 손으로 팔과 팔을 잡고 도시 보도를 거닐고 있다.	그 부부는 결혼했다.	neutral
한 커플이 손으로 팔과 팔을 잡고 도시 보도를 거닐고 있다.	그 커플은 식당에서 저녁을 먹고 있다.	contradiction
한 남자가 블록을 걸어가면서 지나가는 커플을 응시한다.	한 남자가 지나가는 커플을 응시한다.	entailment
한 남자가 블록을 걸어가면서 지나가는 커플을 응시한다.	남자는 그 커플을 질투하고 있다.	neutral
한 남자가 블록을 걸어가면서 지나가는 커플을 응시한다.	그 여자는 그들이 블록을 내려가면서 커플을 응시한다.	contradiction
한 커플이 길을 걷는 동안 등 뒤로 손을 잡고 있는데, 그 남자는 그녀의 어깨에 팔을 둘렀다.	부부집행	neutral
한 커플이 길을 걷는 동안 등 뒤로 손을 잡고 있는데, 그 남자는 그녀의 어깨에 팔을 둘렀다.	커플 워킹	entailment
한 커플이 길을 걷는 동안 등 뒤로 손을 잡고 있는데, 그 남자는 그녀의 어깨에 팔을 둘렀다.	동물원에 있다	contradiction
한 남자와 한 여자가 도시 보도를 따라 걸으면서 손을 잡고 있다.	결혼한 부부가 보도에서 싸우고 있다.	contradiction
한 남자와 한 여자가 도시 보도를 따라 걸으면서 손을 잡고 있다.	한 결혼한 부부가 도시 보도를 따라 걸으면서 손을 잡고 있다.	neutral
한 남자와 한 여자가 도시 보도를 따라 걸으면서 손을 잡고 있다.	남자와 여자가 손을 잡고 있다.	entailment
빨간 옷을 입은 남자가 그의 아이와 함께 해변에 서 있다.	파란 옷을 입은 남자가 아이와 함께 그의 집 안에서 무릎을 꿇고 자고 있다.	contradiction
빨간 옷을 입은 남자가 그의 아이와 함께 해변에 서 있다.	바다가 내려다보이는 해변에서 아이와 함께 빨간 옷을 입은 남자.	entailment
빨간 옷을 입은 남자가 그의 아이와 함께 해변에 서 있다.	다른 사람들이 해변에 모래성을 짓는 것을 보면서 아이와 함께 빨간 옷을 입은 남자.	neutral
걷지 못하는 아이들에게 감사를 표하기 위해 새로운 스포츠가 행해지고 있다.	사람들은 불구자들을 기리기 위해 스포츠를 하고 있다.	entailment
걷지 못하는 아이들에게 감사를 표하기 위해 새로운 스포츠가 행해지고 있다.	사람들은 장비 없이 축구를 하고 있다.	contradiction
걷지 못하는 아이들에게 감사를 표하기 위해 새로운 스포츠가 행해지고 있다.	사람들은 장애인 기금을 마련하기 위해 스포츠를 하는 것이다.	neutral
휠체어를 탄 두 남자가 농구를 위해 공중으로 손을 뻗고 있다.	휠체어를 탄 두 명의 슬픈 남자가 농구를 위해 공중으로 손을 뻗고 있다.	neutral
휠체어를 탄 두 남자가 농구를 위해 공중으로 손을 뻗고 있다.	휠체어를 탄 두 사람이 농구를 위해 공중으로 손을 뻗고 있다.	entailment
휠체어를 탄 두 남자가 농구를 위해 공중으로 손을 뻗고 있다.	휠체어를 탄 두 여성이 농구를 위해 공중으로 손을 뻗고 있다.	contradiction
팀 유니폼을 입은 3명의 휠체어 농구 선수가 배경에서 다른 선수들과 함께 하강 농구에 도달하려고 시도하고 있습니다.	농구 경기를 하는 휠체어 농구 선수들도 있다.	neutral
팀 유니폼을 입은 3명의 휠체어 농구 선수가 배경에서 다른 선수들과 함께 하강 농구에 도달하려고 시도하고 있습니다.	운동장에서 농구를 하는 휠체어 농구선수 3명.	entailment
팀 유니폼을 입은 3명의 휠체어 농구 선수가 배경에서 다른 선수들과 함께 하강 농구에 도달하려고 시도하고 있습니다.	사람들이 커피숍에서 함께 커피를 마시고 있다.	contradiction
농구 코트에서 휠체어를 탄 네 명의 남자가 공중에서 농구를 잡으려 하고 있다.	네 명의 남자가 카드놀이를 하고 있다.	contradiction
농구 코트에서 휠체어를 탄 네 명의 남자가 공중에서 농구를 잡으려 하고 있다.	네 명의 남자가 농구를 하고 있다.	entailment
농구 코트에서 휠체어를 탄 네 명의 남자가 공중에서 농구를 잡으려 하고 있다.	네 명의 선수들은 장애가 있다.	neutral
갈색과 흰색의 다른 색조의 개 세 마리가 서로 물고 핥는다.	개들이 싸우고 있다	contradiction
갈색과 흰색의 다른 색조의 개 세 마리가 서로 물고 핥는다.	세 마리의 개가 있다	entailment
갈색과 흰색의 다른 색조의 개 세 마리가 서로 물고 핥는다.	노는 개	neutral
두 마리의 개가 장난스럽게 혀가 튀어나온 세 번째 개를 물어뜯는다.	강아지 두 마리가 엄마를 물고, 그녀는 바지를 입는다.	neutral
두 마리의 개가 장난스럽게 혀가 튀어나온 세 번째 개를 물어뜯는다.	3분의 1이 음식을 먹는 동안 두 마리의 개가 자고 있다.	contradiction
두 마리의 개가 장난스럽게 혀가 튀어나온 세 번째 개를 물어뜯는다.	개 한 쌍이 갉아먹으며 3분의 1을 놀린다.	entailment
작은 강아지 세 마리가 풀밭에서 함께 물고 논다.	강아지들이 바구니에서 자고 있다.	contradiction
작은 강아지 세 마리가 풀밭에서 함께 물고 논다.	그들은 개 공원에서 놀고 있다.	neutral
작은 강아지 세 마리가 풀밭에서 함께 물고 논다.	세 마리의 강아지가 밖에서 놀고 있습니다.	entailment
두 마리의 개가 들판에서 다른 개를 물어뜯었다.	개 물기	neutral
두 마리의 개가 들판에서 다른 개를 물어뜯었다.	다른 개를 공격하는 개들	entailment
두 마리의 개가 들판에서 다른 개를 물어뜯었다.	서류철에 앉아 있는 개	contradiction
기차역에서 기다리는 관광객들.	미술관을 돌아다니는 관광객.	contradiction
기차역에서 기다리는 관광객들.	한 무리의 관광객이 밖에서 기차를 기다리고 있다.	neutral
기차역에서 기다리는 관광객들.	기차역에서 기차를 기다리는 한 무리의 관광객.	entailment
파란 수술복을 입은 의사가 두 남자와 한 여자의 도움을 받아 수술을 하고 있다.	노인이 말하고 있었다	entailment
파란 수술복을 입은 의사가 두 남자와 한 여자의 도움을 받아 수술을 하고 있다.	소년들은 화가 났다	contradiction
파란 수술복을 입은 의사가 두 남자와 한 여자의 도움을 받아 수술을 하고 있다.	그 아이는 행복했다	neutral
검은 재킷을 입은 여자가 야외 영화 포스터를 지나간다.	한 여성이 영화관을 떠나고 있다.	neutral
검은 재킷을 입은 여자가 야외 영화 포스터를 지나간다.	한 여자가 밖으로 걸어 나갔다.	entailment
검은 재킷을 입은 여자가 야외 영화 포스터를 지나간다.	여자가 청소를 하고 있다.	contradiction
하얀 우산을 든 엘프 모자를 쓴 남자가 다른 두 남자와 함께 보도 위에 서 있다.	한 남자가 서 있다.	entailment
하얀 우산을 든 엘프 모자를 쓴 남자가 다른 두 남자와 함께 보도 위에 서 있다.	내 사랑은 빨갛고 빨간 가발 같아.	contradiction
하얀 우산을 든 엘프 모자를 쓴 남자가 다른 두 남자와 함께 보도 위에 서 있다.	다른 사람들은 근처에 있다.	neutral
인도 아가씨와 파란 양복을 입은 남자가 햇빛 속에서 춤을 추고 있다.	여자는 피클을 먹는다.	contradiction
인도 아가씨와 파란 양복을 입은 남자가 햇빛 속에서 춤을 추고 있다.	두 사람이 야외에서 춤을 춘다.	entailment
인도 아가씨와 파란 양복을 입은 남자가 햇빛 속에서 춤을 추고 있다.	밴드가 공연하는 동안 두 사람이 춤을 춘다.	neutral
나이 든 남자 두 명이 이야기를 나누고 있다.	두 사람이 대화를 나누고 있다.	entailment
나이 든 남자 두 명이 이야기를 나누고 있다.	남자들이 아이디어를 주고받고 있다.	neutral
나이 든 남자 두 명이 이야기를 나누고 있다.	군중이 서로 이야기를 나누고 있다.	contradiction
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그들은 빠르게 가고 있다.	neutral
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	폭주족이 나무 옆에서 점프를 하고 있다.	entailment
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그들은 자전거를 타지 않는다.	contradiction
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	한 사람이 자전거에서 새로운 묘기를 배우려고 하고 있다.	neutral
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	폭주족이 구멍에 뛰어들고 있다.	entailment
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	사람은 야외에서 자전거를 탄다.	entailment
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그 폭주족은 남자나 여자일 수 있다	neutral
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	자전거 타는 사람이 있어요	entailment
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	한 폭주족이 숲이 우거진 지역에서 점프를 하고 있다.	neutral
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그 폭주족은 작은 자전거를 이용해 구멍을 내고 있다.	neutral
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그들은 나무를 피하고 있다.	entailment
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그 산악자전거는 사막길로 가고 있다.	contradiction
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	폭주족이 화산을 뛰어넘으려 하고 있다.	contradiction
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	그는 실내에 있다	contradiction
한 산악자전거 선수가 숲에서 비탈길을 뛰어내린다.	사람이 봅슬레이를 타고 있다.	contradiction
겨울 코트를 입은 두 명의 나이든 남자가 잔디밭이 있는 가게 밖에서 가벼운 눈 코트로 뒤덮인 채 이야기를 나누고 있다.	노인들이 날씨에 대해 토론하고 있다.	neutral
겨울 코트를 입은 두 명의 나이든 남자가 잔디밭이 있는 가게 밖에서 가벼운 눈 코트로 뒤덮인 채 이야기를 나누고 있다.	겨울 코트를 입은 두 노인이 밖에서 이야기한다.	entailment
겨울 코트를 입은 두 명의 나이든 남자가 잔디밭이 있는 가게 밖에서 가벼운 눈 코트로 뒤덮인 채 이야기를 나누고 있다.	노인들은 우비를 입고 있다.	contradiction
두 노인이 대화를 나누고, 백그라운드에 눈이 덮였다.	남자들이 커피를 마시고 쿠키를 먹고 있다	neutral
두 노인이 대화를 나누고, 백그라운드에 눈이 덮였다.	남자들이 자고 있다	contradiction
두 노인이 대화를 나누고, 백그라운드에 눈이 덮였다.	이 사진에는 밖에 두 남자가 있습니다	entailment
두 남자가 밖에 서 있고 눈이 땅에 있다.	눈싸움을 준비하는 두 남자.	neutral
두 남자가 밖에 서 있고 눈이 땅에 있다.	사람들이 눈 가까이에 있다.	entailment
두 남자가 밖에 서 있고 눈이 땅에 있다.	눈천사를 만드는 남자들.	contradiction
코트를 입은 나이 든 남자 두 명이 밖에 서 있다.	이 사람들은 코트를 입지 않았다.	contradiction
코트를 입은 나이 든 남자 두 명이 밖에 서 있다.	그들은 외투를 입고 밖에 있다.	entailment
코트를 입은 나이 든 남자 두 명이 밖에 서 있다.	날씨는 춥지만 어쨌든 그들은 밖으로 나갔다.	neutral
보라색 스카프와 모자를 쓴 신사가 아코디언을 들고 돈을 보고 있다.	한 여자가 침실에서 머리를 빗고 있다.	contradiction
보라색 스카프와 모자를 쓴 신사가 아코디언을 들고 돈을 보고 있다.	남자가 아코디언을 들고 있다.	entailment
보라색 스카프와 모자를 쓴 신사가 아코디언을 들고 돈을 보고 있다.	한 남자가 수백 달러를 보고 있다.	neutral
BMX 바이커가 협곡 위로 뛰어오른다.	협곡 점프는 결코 쉽지 않다	neutral
BMX 바이커가 협곡 위로 뛰어오른다.	협곡 점프에 완벽한 BMX 바이커가 있다	entailment
BMX 바이커가 협곡 위로 뛰어오른다.	누구든지 협곡 점프를 할 수 있다	contradiction
흰색 자전거가 도로 표지판에 묶여 있다.	자전거는 정지 표지판에 묶여 있다	neutral
흰색 자전거가 도로 표지판에 묶여 있다.	차는 표지판에 주차되어 있다	contradiction
흰색 자전거가 도로 표지판에 묶여 있다.	자전거가 표지판에 묶여 있다	entailment
하얀 자전거가 기둥에 기대고 있다.	자전거 한 대가 곧 다시 수리될 것이다.	contradiction
하얀 자전거가 기둥에 기대고 있다.	타이어가 펑크난 자전거는 타지 않고 있다	neutral
하얀 자전거가 기둥에 기대고 있다.	밖에 있는 자전거	entailment
소년은 자전거를 잠그고 가버렸다.	자전거를 타는 소년.	contradiction
소년은 자전거를 잠그고 가버렸다.	한 소년이 걸어가고 있다.	entailment
소년은 자전거를 잠그고 가버렸다.	한 소년이 걸어가는 가운데 자전거 한 대가 묶여 있었다.	neutral
낮에 붐비는 도시.	한낮에 사람들로 가득 찬 도시.	entailment
낮에 붐비는 도시.	세상의 가장자리에 버려진 도시.	contradiction
낮에 붐비는 도시.	따뜻한 여름날 많은 차들로 가득 찬 붐비는 도시.	neutral
대도시를 돌아다니는 사람들.	사람들이 공원으로 걸어가고 있다.	neutral
대도시를 돌아다니는 사람들.	사람들이 밖에 있다.	entailment
대도시를 돌아다니는 사람들.	사람들이 자고 있다.	contradiction
뉴욕을 닮은 바쁜 도시.	그 도시에는 많은 사람들이 있다.	entailment
뉴욕을 닮은 바쁜 도시.	그 도시는 매우 크다.	neutral
뉴욕을 닮은 바쁜 도시.	이 도시는 캔자스의 로렌스와 닮았다.	contradiction
뉴욕시 타임스퀘어의 거리를 가로지르는 건물과 사람들의 풍경.	도시가 있다.	entailment
뉴욕시 타임스퀘어의 거리를 가로지르는 건물과 사람들의 풍경.	양귀비의 밭은 완벽하게 고요하다.	contradiction
뉴욕시 타임스퀘어의 거리를 가로지르는 건물과 사람들의 풍경.	뉴욕 타임스퀘어는 사람들로 가득 차 있고 소음과 활동으로 붐빈다.	neutral
여자가 점토 냄비를 만들고 있다.	남자가 그림을 그리고 있다.	contradiction
여자가 점토 냄비를 만들고 있다.	여자가 화분을 만들고 있다.	neutral
여자가 점토 냄비를 만들고 있다.	예술가가 점토로 조각하고 있다.	entailment
손님을 기다리는 이발사.	앞에 서 있는 그의 가게 안에 이발사가 있다.	neutral
손님을 기다리는 이발사.	이발사가 일하고 있다.	entailment
손님을 기다리는 이발사.	이발사가 결국 가게를 닫고 있다.	contradiction
이발소에 앉아 있는 남자.	개인이 실내에서 기다리고 있다.	entailment
이발소에 앉아 있는 남자.	한 남자가 머리를 자르기 위해 기다리고 있다.	neutral
이발소에 앉아 있는 남자.	남자가 이를 닦고 있다.	contradiction
그릇에 유약을 바르려고 준비하는 여자.	유약을 준비하는 행복한 여자	neutral
그릇에 유약을 바르려고 준비하는 여자.	유약을 준비하지 않은 여자	contradiction
그릇에 유약을 바르려고 준비하는 여자.	유약을 준비하는 여자	entailment
앞치마를 두른 여성이 컵, 그릇, 냄비, 다양한 크기의 바구니로 가득 찬 테이블 위에 있는 큰 냄비를 검사한다.	장갑을 낀 여자가 설거지를 하고 있다.	contradiction
앞치마를 두른 여성이 컵, 그릇, 냄비, 다양한 크기의 바구니로 가득 찬 테이블 위에 있는 큰 냄비를 검사한다.	빨간 앞치마를 입은 한 여성이 다양한 크기의 컵, 그릇, 냄비, 바구니로 가득 찬 테이블 위에 있는 커다란 검은 냄비를 검사한다.	neutral
앞치마를 두른 여성이 컵, 그릇, 냄비, 다양한 크기의 바구니로 가득 찬 테이블 위에 있는 큰 냄비를 검사한다.	여자가 앞치마를 두르고 있다.	entailment
진짜 여자 축구 선수처럼 보이려고 포즈를 취하고 있는 모델.	한 남자가 요리 쇼를 모델로 하고 있다.	contradiction
진짜 여자 축구 선수처럼 보이려고 포즈를 취하고 있는 모델.	한 여성이 스포츠 잡지를 모델로 삼으려 하고 있다.	neutral
진짜 여자 축구 선수처럼 보이려고 포즈를 취하고 있는 모델.	모델이 촬영을 하고 있다.	entailment
소방관들이 지하철역에서 나온다.	밖에 걸어가는 소방관들	entailment
소방관들이 지하철역에서 나온다.	역은 비어 있다	contradiction
소방관들이 지하철역에서 나온다.	소방관들이 일을 하지 않고 있다	neutral
지쳐 보이는 소방관들이 걷고 있다.	소방관들이 걷고 있다.	entailment
지쳐 보이는 소방관들이 걷고 있다.	지쳐 보이는 소방관들이 휴식을 취하기 위해 소방서로 돌아가고 있다.	neutral
지쳐 보이는 소방관들이 걷고 있다.	결연해 보이는 소방관들이 불타는 건물로 달려가고 있다.	contradiction
소방관 3명, 가장 가까운 소방관이 왼손에 헬멧을 들고 있다.	세 남자가 왼손에 도끼를 들고 있다.	contradiction
소방관 3명, 가장 가까운 소방관이 왼손에 헬멧을 들고 있다.	세 소방관은 스포츠에 대해 토론하고 있다.	neutral
소방관 3명, 가장 가까운 소방관이 왼손에 헬멧을 들고 있다.	소방관 한 명이 헬멧을 들고 있다.	entailment
한 남자가 청소부 옆을 따라 걷고 있다.	그 남자는 청소부들에게 어디로 가야 하는지 지시했다.	neutral
한 남자가 청소부 옆을 따라 걷고 있다.	여자는 선원들과 함께 조깅을 했다.	contradiction
한 남자가 청소부 옆을 따라 걷고 있다.	남자는 선원들과 나란히 걸었다.	entailment
어린 소년이 물속에서 헤엄친다.	한 소년이 물 위에 떠 있다.	contradiction
어린 소년이 물속에서 헤엄친다.	해변에서 수영하는 어린 소년.	neutral
어린 소년이 물속에서 헤엄친다.	수영하는 아이.	entailment
한 운전자가 자갈길에서 포드 차량을 질주하고 있다.	한 남자가 그의 트럭을 주차했다.	contradiction
한 운전자가 자갈길에서 포드 차량을 질주하고 있다.	포드 한 대가 선로를 달리고 있다.	entailment
한 운전자가 자갈길에서 포드 차량을 질주하고 있다.	한 남자가 그의 트럭을 질주하고 있다.	neutral
남자 셋과 여자 한 명이 모두 수영장에 뛰어들고 있다.	사람들이 모두 물 밖으로 기어오르고 있다.	contradiction
남자 셋과 여자 한 명이 모두 수영장에 뛰어들고 있다.	사람들이 모두 물속으로 뛰어들고 있다.	entailment
남자 셋과 여자 한 명이 모두 수영장에 뛰어들고 있다.	사람들은 모두 친구다.	neutral
수영장에서 플라스틱 공룡을 들고 있는 어린 소년.	그 장난감은 방수가 된다.	neutral
수영장에서 플라스틱 공룡을 들고 있는 어린 소년.	론 레인저가 다시 헤엄친다.	contradiction
수영장에서 플라스틱 공룡을 들고 있는 어린 소년.	수영장에 있는 작은 소년이 장난감을 들고 있다.	entailment
장난감을 손에 들고 물속에서 수영하는 어린 소년.	어린 소년이 개를 쫓고 있다.	contradiction
장난감을 손에 들고 물속에서 수영하는 어린 소년.	어린 소년이 수영장 반지를 들고 있다.	neutral
장난감을 손에 들고 물속에서 수영하는 어린 소년.	어린 소년이 물속에 있다.	entailment
흰색 샤이어 셔츠를 입고 증오하는 남자가 로데오를 타고 버킹마를 타고 있다.	남자가 첫 로데오를 타고 있다.	neutral
흰색 샤이어 셔츠를 입고 증오하는 남자가 로데오를 타고 버킹마를 타고 있다.	로데오 광대가 황소를 쫓는다.	contradiction
흰색 샤이어 셔츠를 입고 증오하는 남자가 로데오를 타고 버킹마를 타고 있다.	남자가 말에 매를 맞고 있다.	entailment
안장 브롱크 기수는 안장에서 들어올려지지만, 타는 동안에는 그립을 유지한다.	남자는 동물을 탄다.	entailment
안장 브롱크 기수는 안장에서 들어올려지지만, 타는 동안에는 그립을 유지한다.	남자가 넘어지지 않으려고 애쓰고 있다.	neutral
안장 브롱크 기수는 안장에서 들어올려지지만, 타는 동안에는 그립을 유지한다.	남자가 오토바이를 타고 있다.	contradiction
밀짚모자를 쓴 여자가 코코넛을 옆에 두고 이상한 기계에서 일하고 있다.	한 여성이 코코넛 밀크를 만들기 위해 기계를 사용하고 있다.	neutral
밀짚모자를 쓴 여자가 코코넛을 옆에 두고 이상한 기계에서 일하고 있다.	여자가 소파에 앉아 있다.	contradiction
밀짚모자를 쓴 여자가 코코넛을 옆에 두고 이상한 기계에서 일하고 있다.	여자가 기계에 있다.	entailment
쌀모자를 쓴 남자는 옥수수 셔커를 사용하여 옥수수를 sh고 나무에 둘러싸여 있습니다.	남자가 옥수수 냄비를 끓이고 있다.	contradiction
쌀모자를 쓴 남자는 옥수수 셔커를 사용하여 옥수수를 sh고 나무에 둘러싸여 있습니다.	야채를 가공하는 사람이 있다.	entailment
